geoid,var,value
01001,area_km2,1565.3236836318652
01001,road_density_km_per_km2,0.12943087120406657
01001,total_road_km,202.601208088831
01003,area_km2,4350.730364103035
01003,road_density_km_per_km2,0.14551316877590778
01003,total_road_km,633.0885617701916
01005,area_km2,2342.5875787447394
01005,road_density_km_per_km2,0.159230021050498
01005,total_road_km,373.01026947616
01007,area_km2,1622.2354589111421
01007,road_density_km_per_km2,0.1798562618959232
01007,total_road_km,291.7692055547755
01009,area_km2,1685.164012414292
01009,road_density_km_per_km2,0.20398016360504098
01009,total_road_km,343.7400309535946
01011,area_km2,1619.1825145926327
01011,road_density_km_per_km2,0.17516586036750453
01011,total_road_km,283.625498260638
01013,area_km2,2014.4252160474098
01013,road_density_km_per_km2,0.1288478518235101
01013,total_road_km,259.554361746819
01015,area_km2,1585.751786587061
01015,road_density_km_per_km2,0.21082614876999561
01015,total_road_km,334.31794207129
01017,area_km2,1562.3170587810164
01017,road_density_km_per_km2,0.1444124913069423
01017,total_road_km,225.6180986699012
01019,area_km2,1553.7269273865418
01019,road_density_km_per_km2,0.17445373635294623
01019,total_road_km,271.053467754765
01021,area_km2,1814.7488483043153
01021,road_density_km_per_km2,0.20689426698658056
01021,total_road_km,375.4611327346626
01023,area_km2,2385.5177442874997
01023,road_density_km_per_km2,0.10804252803844866
01023,total_road_km,257.737367773399
01025,area_km2,3244.431118974252
01025,road_density_km_per_km2,0.0935705847990167
01025,total_road_km,303.5833171425489
01027,area_km2,1569.2057433954692
01027,road_density_km_per_km2,0.15466659672619681
01027,total_road_km,242.7037118941789
01029,area_km2,1453.4493995263479
01029,road_density_km_per_km2,0.13865346125519235
01029,total_road_km,201.52579000360905
01031,area_km2,1762.785695934134
01031,road_density_km_per_km2,0.2591952132142937
01031,total_road_km,456.90561430875493
01033,area_km2,1614.6837171097495
01033,road_density_km_per_km2,0.14389524906589152
01033,total_road_km,232.34531563614695
01035,area_km2,2208.915720346825
01035,road_density_km_per_km2,0.11945252337740297
01035,total_road_km,263.860556723442
01037,area_km2,1726.0404980489666
01037,road_density_km_per_km2,0.11584444923013237
01037,total_road_km,199.9522108453859
01039,area_km2,2703.4523141778964
01039,road_density_km_per_km2,0.12939343557558558
01039,total_road_km,349.8089828462454
01041,area_km2,1582.2024293484778
01041,road_density_km_per_km2,0.1629746259765456
01041,total_road_km,257.85884914225
01043,area_km2,1955.2516673126952
01043,road_density_km_per_km2,0.18648322419163568
01043,total_road_km,364.6216350265428
01045,area_km2,1456.8436536490701
01045,road_density_km_per_km2,0.24764302445862804
01045,total_road_km,360.7771685530137
01047,area_km2,2574.150841271037
01047,road_density_km_per_km2,0.1494944786120033
01047,total_road_km,384.82133788446333
01049,area_km2,2016.7298286442156
01049,road_density_km_per_km2,0.23431252319712628
01049,total_road_km,472.5450547565343
01051,area_km2,1701.7633883416843
01051,road_density_km_per_km2,0.19335086089023956
01051,total_road_km,329.03741616735573
01053,area_km2,2467.5832786544647
01053,road_density_km_per_km2,0.1395920533960054
01053,total_road_km,344.4550167930241
01055,area_km2,1421.1574447990893
01055,road_density_km_per_km2,0.3054658457751892
01055,total_road_km,434.11506085526054
01057,area_km2,1630.231144881323
01057,road_density_km_per_km2,0.2130635200287713
01057,total_road_km,347.34278618894854
01059,area_km2,1675.0454033349486
01059,road_density_km_per_km2,0.19345512516017752
01059,total_road_km,324.0461181511425
01061,area_km2,1499.3842258878017
01061,road_density_km_per_km2,0.16939809457009522
01061,total_road_km,253.99283089385082
01063,area_km2,1709.1471427845363
01063,road_density_km_per_km2,0.11827721158552511
01063,total_road_km,202.1531582379223
01065,area_km2,1699.6889933676089
01065,road_density_km_per_km2,0.14017270530278964
01065,total_road_km,238.250004373713
01067,area_km2,1472.1210680329932
01067,road_density_km_per_km2,0.19561951794551782
01067,total_road_km,287.975613686055
01069,area_km2,1506.268461323654
01069,road_density_km_per_km2,0.26208694792198556
01069,total_road_km,394.77330377946186
01071,area_km2,2919.040701180796
01071,road_density_km_per_km2,0.15079250956286575
01071,total_road_km,440.16947284719953
01073,area_km2,2911.608425615982
01073,road_density_km_per_km2,0.20934623539643255
01073,total_road_km,609.5342628512398
01075,area_km2,1569.0508721116146
01075,road_density_km_per_km2,0.15216612822399428
01075,total_road_km,238.756396195706
01077,area_km2,1864.2928234204173
01077,road_density_km_per_km2,0.18984550010025195
01077,total_road_km,353.9276033955598
01079,area_km2,1857.0168971629832
01079,road_density_km_per_km2,0.1807891810570511
01079,total_road_km,335.7285640472018
01081,area_km2,1595.2100295773398
01081,road_density_km_per_km2,0.19704280590671397
01081,total_road_km,314.3246602384512
01083,area_km2,1572.6714823298373
01083,road_density_km_per_km2,0.15999662115484795
01083,total_road_km,251.62212335936013
01085,area_km2,1877.8063547989118
01085,road_density_km_per_km2,0.14120081472922763
01085,total_road_km,265.14778720132745
01087,area_km2,1587.9574169236257
01087,road_density_km_per_km2,0.15776198129870592
01087,total_road_km,250.51930831184637
01089,area_km2,2105.020563739081
01089,road_density_km_per_km2,0.12089605865473527
01089,total_road_km,254.4886895432238
01091,area_km2,2544.7693479500404
01091,road_density_km_per_km2,0.18766284477641257
01091,total_road_km,477.55865513612105
01093,area_km2,1925.4908269967443
01093,road_density_km_per_km2,0.25735443275615627
01093,total_road_km,495.5335995589293
01095,area_km2,1614.0615816675192
01095,road_density_km_per_km2,0.1854356762180213
01095,total_road_km,299.3046008540454
01097,area_km2,3282.747661724418
01097,road_density_km_per_km2,0.16689204981307526
01097,total_road_km,547.8644862842679
01099,area_km2,2679.7870812385017
01099,road_density_km_per_km2,0.1413580956759654
01099,total_road_km,378.8095986209282
01101,area_km2,2071.57224418362
01101,road_density_km_per_km2,0.20538627563676315
01101,total_road_km,425.472507945365
01103,area_km2,1551.5790140259876
01103,road_density_km_per_km2,0.1927158252227652
01103,total_road_km,299.0138300863426
01105,area_km2,1875.268644499052
01105,road_density_km_per_km2,0.14760589371475036
01105,total_road_km,276.800704226531
01107,area_km2,2304.0750800985666
01107,road_density_km_per_km2,0.15067513788660883
01107,total_road_km,347.1668303949508
01109,area_km2,1743.1071151570518
01109,road_density_km_per_km2,0.1379593582249079
01109,total_road_km,240.4779389243375
01111,area_km2,1512.3246281196714
01111,road_density_km_per_km2,0.10821330612922543
01111,total_road_km,163.653647949481
01113,area_km2,1676.4356614153694
01113,road_density_km_per_km2,0.13883314979997738
01113,total_road_km,232.74484331130412
01115,area_km2,1692.1602167118322
01115,road_density_km_per_km2,0.26180932696799386
01115,total_road_km,443.02332745933944
01117,area_km2,2096.5085807662267
01117,road_density_km_per_km2,0.1617226567587939
01117,total_road_km,339.05293759912263
01119,area_km2,2364.7095405612504
01119,road_density_km_per_km2,0.1333123179611107
01119,total_road_km,315.2449101569734
01121,area_km2,1969.2190374025906
01121,road_density_km_per_km2,0.16920993350238114
01121,total_road_km,333.2114223705154
01123,area_km2,1984.8590824137966
01123,road_density_km_per_km2,0.17382777202870722
01123,total_road_km,345.0236320869344
01125,area_km2,3500.3908581767782
01125,road_density_km_per_km2,0.12953804650904308
01125,total_road_km,453.43379378633273
01127,area_km2,2085.0361856013174
01127,road_density_km_per_km2,0.2081999649688699
01127,total_road_km,434.10446080102037
01129,area_km2,2819.8757824774048
01129,road_density_km_per_km2,0.07480898430040592
01129,total_road_km,210.95204314044702
01131,area_km2,2350.0005260439652
01131,road_density_km_per_km2,0.15604299667231147
01131,total_road_km,366.7011242654087
01133,area_km2,1637.0217408842182
01133,road_density_km_per_km2,0.182390647444422
01133,total_road_km,298.57745520046734
02013,area_km2,18500.60227413307
02013,road_density_km_per_km2,0.0031664986421186727
02013,total_road_km,58.58213197942
02016,area_km2,11738.487749517275
02016,road_density_km_per_km2,0.007386236511091944
02016,total_road_km,86.70324680049
02020,area_km2,4476.986490371878
02020,road_density_km_per_km2,0.09810700148916834
02020,total_road_km,439.2237202779004
02050,area_km2,109936.35995782615
02050,road_density_km_per_km2,0.006353066793103149
02050,total_road_km,698.4330378027
02063,area_km2,25920.62634832516
02063,road_density_km_per_km2,0.017129318195067956
02063,total_road_km,444.002656535924
02066,area_km2,65051.62028633021
02066,road_density_km_per_km2,0.015291135193595273
02066,total_road_km,994.7131203607
02068,area_km2,32810.78784084289
02068,road_density_km_per_km2,0.01135105920658982
02068,total_road_km,372.437195396265
02090,area_km2,19255.751983291175
02090,road_density_km_per_km2,0.04468372279302254
02090,total_road_km,860.4186837925769
02100,area_km2,6207.74790219128
02100,road_density_km_per_km2,0.01661795877485866
02100,total_road_km,103.16009872333001
02105,area_km2,17714.12315839232
02105,road_density_km_per_km2,0.004269683376385889
02105,total_road_km,75.63369717664
02110,area_km2,7279.800200142439
02110,road_density_km_per_km2,0.012489975028830728
02110,total_road_km,90.924522714656
02122,area_km2,42521.50772743974
02122,road_density_km_per_km2,0.023765131875147227
02122,total_road_km,1010.5292386726974
02130,area_km2,13369.038370787848
02130,road_density_km_per_km2,0.007635423609814685
02130,total_road_km,102.078271216832
02150,area_km2,18349.37055943055
02150,road_density_km_per_km2,0.01317998600956339
02150,total_road_km,241.844447257589
02158,area_km2,46801.356708756946
02158,road_density_km_per_km2,0.015718417633124825
02158,total_road_km,735.64327054509
02164,area_km2,68524.79139168117
02164,road_density_km_per_km2,6.126013634005185e-4
02164,total_road_km,41.97838063328
02170,area_km2,64681.07636660497
02170,road_density_km_per_km2,0.020331279722460193
02170,total_road_km,1315.0490563592548
02180,area_km2,61417.76451993863
02180,road_density_km_per_km2,0.02691727151392992
02180,total_road_km,1653.1986433618
02185,area_km2,233591.58986244252
02185,road_density_km_per_km2,0.00988151739965571
02185,total_road_km,2308.239359638966
02188,area_km2,94036.39828643421
02188,road_density_km_per_km2,0.004103405665376977
02188,total_road_km,385.8694894802
02195,area_km2,7930.591614828758
02195,road_density_km_per_km2,0.028769864240466403
02195,total_road_km,228.1620441052046
02198,area_km2,15119.722025791616
02198,road_density_km_per_km2,0.025781109524417714
02198,total_road_km,389.8032095256845
02220,area_km2,8235.9734138768
02220,road_density_km_per_km2,0.015479988558920344
02220,total_road_km,127.492774218385
02230,area_km2,1151.0640035282468
02230,road_density_km_per_km2,0.04325351061403679
02230,total_road_km,49.7875590940447
02240,area_km2,65054.016941609356
02240,road_density_km_per_km2,0.016954812389125096
02240,total_road_km,1102.9786524039523
02275,area_km2,6928.619380901951
02275,road_density_km_per_km2,0.01075237227259955
02275,total_road_km,74.499094918606
02282,area_km2,20568.167456197916
02282,road_density_km_per_km2,0.002375555551440073
02282,total_road_km,48.860824383520004
02290,area_km2,382993.6220830403
02290,road_density_km_per_km2,0.007088053887218586
02290,total_road_km,2714.67943178562
04001,area_km2,29058.010633806098
04001,road_density_km_per_km2,0.06782533079220512
04001,total_road_km,1970.8691834013127
04003,area_km2,16106.323112430091
04003,road_density_km_per_km2,0.052226798463932605
04003,total_road_km,841.1816911878661
04005,area_km2,48333.945950749825
04005,road_density_km_per_km2,0.037407537236242974
04005,total_road_km,1808.0538829272293
04007,area_km2,12418.666153855202
04007,road_density_km_per_km2,0.05896630847486064
04007,total_road_km,732.2828992745369
